session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,First Language,Nationality,Sex,Student Status
60670155b7d223044d215fa7,5f2e0467f90f86167ed3b6e0,AWAITING REVIEW,2021-04-02 11:36:37.962000,2021-04-02 12:34:42.123000,3484.161,24,196,2,100,,6668AF37,Pakistan,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,DATA EXPIRED,United Kingdom,Male,Yes
60670155e65cf9a9ffd89405,5dd11840d690721b2469a344,AWAITING REVIEW,2021-04-02 11:34:45.566000,2021-04-02 12:42:40.804000,4075.238,44,409,0,100,,6668AF37,United Kingdom,United Kingdom,Scotland,Other,English,United Kingdom,Male,Yes
606701579f87b3d8f761d111,577a3dfd92c50c0001c9488f,ACTIVE,2021-04-02 11:34:58.728000,,4489.825964,57,1540,7,100,,,United Kingdom,United Kingdom,"London, England ","Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Male,No
606701593d782a13f522afdd,596e1edd39e9d00001b7bb98,ACTIVE,2021-04-02 11:35:14.436000,,4474.126305,45,857,3,100,,,United Kingdom,United Kingdom,"London, England ",Full-Time,English,United Kingdom,Male,No
6067015c55a5774bdd0560d7,5e8e501f5d9d030e2c9ba1a1,AWAITING REVIEW,2021-04-02 11:34:52.159000,2021-04-02 12:37:00.852000,3728.693,20,177,0,100,,6668AF37,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Unemployed (and job seeking),English,United Kingdom,Male,Yes
6067015c56d1a87eadee1a2a,5f38251e3cec500d267efb92,ACTIVE,2021-04-02 11:38:22.547000,,4286.040034,19,212,0,100,,,United Kingdom,United Kingdom,Scotland,Part-Time,DATA EXPIRED,United Kingdom,Male,Yes
6067015ce65cf9a9ffd89406,5ef73105443b8d4324d87a60,AWAITING REVIEW,2021-04-02 11:34:52.687000,2021-04-02 12:47:44.922000,4372.235,19,181,1,100,,6668AF37,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,United Kingdom,Male,Yes
6067015d0c49911ae716f649,5eac70db94edd22d57fa00c4,ACTIVE,2021-04-02 11:35:34.277000,,4454.326818,62,337,0,100,,,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Male,No
6067015ec36bb6baebfe46ab,5ff72d031dc9d136e92722b7,ACTIVE,2021-04-02 11:35:10.010000,,4478.602512,27,14,0,100,,,United Kingdom,United Kingdom,"London, England ",Full-Time,DATA EXPIRED,United Kingdom,Female,No
6067015eecbfe9c1f7e01561,604a9cd9158405dfb77c3757,AWAITING REVIEW,2021-04-02 11:34:57.157000,2021-04-02 12:34:37.042000,3579.885,19,17,0,100,,6668AF37,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,DATA EXPIRED,United Kingdom,Male,Yes
606701615a43ce7a901bec05,5cc1c0120915430001d7f38e,AWAITING REVIEW,2021-04-02 11:34:57.488000,2021-04-02 12:34:52.593000,3595.105,58,459,2,100,,6668AF37,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Female,No
606701643d782a13f522afdf,5e234d6a25a4d06041453bb0,ACTIVE,2021-04-02 11:35:00.663000,,4487.976786,48,409,5,99,,,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,English,United Kingdom,Female,No
606701646edd9f5a19d766af,5cbb1374517cd00001310c43,ACTIVE,2021-04-02 11:35:46.870000,,4441.799489,26,230,0,100,,,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,English,United Kingdom,Female,No
